iata,ciudad,fecha,t_max,t_min,precipitacion,viento,humedad
SDR,Santander,9/05/2024,16.8°,11.8°,"4,4 mm",21 Km/h,79.2 %
SDR,Santander,10/05/2024,16.3°,12.5°,"2,2 mm",16 Km/h,80.7 %
SDR,Santander,11/05/2024,15.2°,11.8°,"4,9 mm",22.2 Km/h,80.3 %
SDR,Santander,12/05/2024,14.8°,11.3°,"5,5 mm",22.3 Km/h,79.8 %
SDR,Santander,13/05/2024,15.3°,10.8°,"5,3 mm",20.5 Km/h,81.7 %
SDR,Santander,14/05/2024,15.2°,11.7°,6 mm,25 Km/h,80.3 %
SDR,Santander,15/05/2024,15.2°,11.7°,"4,8 mm",18.7 Km/h,79.5 %
SDR,Santander,16/05/2024,15.2°,11.7°,3 mm,17.5 Km/h,78.2 %
SDR,Santander,17/05/2024,15.7°,12°,3 mm,22.8 Km/h,76.3 %
SDR,Santander,18/05/2024,15.7°,11.3°,"2,4 mm",20.7 Km/h,76 %
SDR,Santander,19/05/2024,15.3°,12.2°,"3,6 mm",23.3 Km/h,80.7 %
SDR,Santander,20/05/2024,16.3°,12°,"1,2 mm",18.2 Km/h,78.7 %
SDR,Santander,21/05/2024,16.2°,12.5°,"1,5 mm",18.7 Km/h,79.7 %
SDR,Santander,22/05/2024,16.5°,12.7°,"1,8 mm",19.7 Km/h,80.3 %
SDR,Santander,23/05/2024,15.3°,11.8°,2 mm,18.3 Km/h,83 %
SDR,Santander,24/05/2024,14.8°,12.7°,2 mm,23.5 Km/h,80 %
SDR,Santander,25/05/2024,15.8°,12.2°,"1,9 mm",18.5 Km/h,78.8 %
SDR,Santander,26/05/2024,16.5°,11.7°,"0,6 mm",16.2 Km/h,79.8 %
SDR,Santander,27/05/2024,17°,12.5°,"0,8 mm",18.3 Km/h,81 %
SDR,Santander,28/05/2024,18.2°,13.3°,"2,5 mm",18.2 Km/h,80.7 %
SDR,Santander,29/05/2024,18.2°,14.3°,"0,4 mm",17.8 Km/h,79.2 %
SDR,Santander,30/05/2024,18.7°,13.8°,"0,8 mm",18.2 Km/h,78.5 %
SDR,Santander,31/05/2024,19.3°,14.5°,"1,3 mm",16.8 Km/h,77 %
SDR,Santander,1/06/2024,19.8°,15.2°,"2,8 mm",15.5 Km/h,80.2 %
SDR,Santander,2/06/2024,19.2°,15°,"0,5 mm",14.8 Km/h,81.5 %
SDR,Santander,3/06/2024,17.8°,14.8°,"0,8 mm",16.2 Km/h,83.8 %
SDR,Santander,4/06/2024,18°,13.8°,"3,2 mm",19.3 Km/h,84.7 %
SDR,Santander,5/06/2024,17.7°,13.5°,"3,1 mm",21.3 Km/h,79.3 %
SDR,Santander,6/06/2024,19°,13.8°,"1,6 mm",17.8 Km/h,79.3 %
SDR,Santander,7/06/2024,18.3°,14°,"2,4 mm",19.2 Km/h,76.8 %
SDR,Santander,8/06/2024,17.5°,13.8°,"1,4 mm",15.2 Km/h,80 %
SDR,Santander,9/06/2024,17.8°,14.8°,"2,4 mm",17.2 Km/h,80.2 %
SDR,Santander,10/06/2024,18.2°,13.8°,"1,1 mm",15.5 Km/h,77.2 %
SDR,Santander,11/06/2024,17.5°,13.2°,"3,1 mm",21 Km/h,79.3 %
SDR,Santander,12/06/2024,17.7°,13.8°,"1,7 mm",18.7 Km/h,79 %
SDR,Santander,13/06/2024,19.3°,13.7°,"13,1 mm",19.8 Km/h,78.8 %
SDR,Santander,14/06/2024,18.7°,15.2°,"1,5 mm",17.2 Km/h,80.2 %
SDR,Santander,15/06/2024,19.7°,15.3°,"0,9 mm",16.7 Km/h,76.5 %
SDR,Santander,16/06/2024,20.8°,15°,"2,3 mm",22 Km/h,79 %
SDR,Santander,17/06/2024,20.2°,16°,"4,6 mm",20.2 Km/h,82.3 %
SDR,Santander,18/06/2024,21.2°,15.8°,"2,3 mm",17.5 Km/h,82.5 %
SDR,Santander,19/06/2024,18.4°,15.2°,"4,4 mm",15 Km/h,83.2 %
SDR,Santander,20/06/2024,18.4°,15°,1 mm,16.8 Km/h,81.8 %
SDR,Santander,21/06/2024,18.5°,15.3°,"2,7 mm",19.5 Km/h,81.2 %
SDR,Santander,22/06/2024,19°,15.2°,2 mm,20.3 Km/h,80 %
SDR,Santander,23/06/2024,19.7°,15.5°,"2,6 mm",22 Km/h,79.5 %
SDR,Santander,24/06/2024,20.7°,16.2°,4 mm,19.2 Km/h,81.3 %
SDR,Santander,25/06/2024,19.3°,15.7°,"5,3 mm",21.8 Km/h,84 %
SDR,Santander,26/06/2024,19.3°,15.3°,"1,7 mm",15.3 Km/h,84 %
SDR,Santander,27/06/2024,19.2°,14.8°,"2,3 mm",16.3 Km/h,82.7 %
SDR,Santander,28/06/2024,19.7°,13.8°,1 mm,17.5 Km/h,80.7 %
SDR,Santander,29/06/2024,18.3°,15.3°,"2,1 mm",20.2 Km/h,83 %
SDR,Santander,30/06/2024,18.5°,14.8°,"2,1 mm",16.5 Km/h,77.8 %
SDR,Santander,1/07/2024,19.5°,14.7°,"2,2 mm",16 Km/h,80.2 %
SDR,Santander,2/07/2024,19.2°,16°,"0,5 mm",13 Km/h,81.7 %
SDR,Santander,3/07/2024,19.3°,16°,"2,7 mm",14.2 Km/h,80.5 %
SDR,Santander,4/07/2024,20.2°,15.8°,"0,9 mm",15 Km/h,79.5 %
SDR,Santander,5/07/2024,20.8°,16.7°,"2,3 mm",15.3 Km/h,79.3 %
SDR,Santander,6/07/2024,19.3°,15.8°,"2,1 mm",17.5 Km/h,83.2 %
SDR,Santander,7/07/2024,20.2°,15°,"1,1 mm",16.7 Km/h,78.2 %
SDR,Santander,8/07/2024,20.5°,15.7°,"1,5 mm",16.8 Km/h,80 %
SDR,Santander,9/07/2024,21°,16.3°,"0,8 mm",19 Km/h,79.8 %
SDR,Santander,10/07/2024,21.7°,17°,"0,1 mm",16.8 Km/h,78.5 %
SDR,Santander,11/07/2024,21.7°,16.8°,"0,1 mm",16.2 Km/h,76.5 %
SDR,Santander,12/07/2024,21.4°,17.2°,"1,4 mm",19 Km/h,74 %
SDR,Santander,13/07/2024,21.5°,16.7°,"0,8 mm",20.5 Km/h,75.3 %
SDR,Santander,14/07/2024,22°,17.2°,"0,2 mm",14 Km/h,75.3 %
SDR,Santander,15/07/2024,20.8°,16.8°,"2,3 mm",19.8 Km/h,75.2 %
SDR,Santander,16/07/2024,21.5°,16.7°,"0,5 mm",17.2 Km/h,72.5 %
SDR,Santander,17/07/2024,23.2°,17.2°,"0,2 mm",23.2 Km/h,74.8 %
SDR,Santander,18/07/2024,22.7°,17.7°,0 mm,19.2 Km/h,77 %
SDR,Santander,19/07/2024,21.8°,17.3°,0 mm,16.3 Km/h,77.8 %
SDR,Santander,20/07/2024,21.5°,17.5°,"0,6 mm",13.2 Km/h,80.2 %
SDR,Santander,21/07/2024,21.3°,18°,2 mm,20.3 Km/h,79.8 %
SDR,Santander,22/07/2024,21.2°,17.3°,"0,2 mm",15.8 Km/h,80.8 %
SDR,Santander,23/07/2024,21.8°,17.8°,"0,4 mm",17.4 Km/h,80.6 %
SDR,Santander,24/07/2024,21.7°,17.7°,"2,6 mm",16.7 Km/h,80.8 %
SDR,Santander,25/07/2024,20.8°,17.8°,"0,8 mm",18 Km/h,78 %
SDR,Santander,26/07/2024,20.3°,17.2°,"1,5 mm",14.7 Km/h,79.7 %
SDR,Santander,27/07/2024,20.8°,17°,"2,7 mm",15.7 Km/h,79.8 %
SDR,Santander,28/07/2024,21.3°,17.5°,"0,8 mm",16 Km/h,79.5 %
SDR,Santander,29/07/2024,21.3°,17.7°,"0,6 mm",18 Km/h,78.7 %
SDR,Santander,30/07/2024,23.2°,17.3°,"0,3 mm",19.5 Km/h,77.7 %
SDR,Santander,31/07/2024,22°,17.5°,"0,6 mm",19.2 Km/h,79.3 %
SDR,Santander,1/08/2024,21.5°,17.3°,"0,6 mm",16.2 Km/h,80 %
SDR,Santander,2/08/2024,21.5°,17.3°,"0,6 mm",17.8 Km/h,79.3 %
SDR,Santander,3/08/2024,21°,17°,"1,4 mm",18.3 Km/h,79 %
SDR,Santander,4/08/2024,20.8°,17.2°,"1,7 mm",20.7 Km/h,78.8 %
SDR,Santander,5/08/2024,21.8°,16.7°,"0,4 mm",15.3 Km/h,77 %
SDR,Santander,6/08/2024,21.8°,17.7°,"0,8 mm",14.8 Km/h,75.5 %
SDR,Santander,7/08/2024,21.8°,17.8°,"0,9 mm",21.2 Km/h,76.2 %
SDR,Santander,8/08/2024,23.3°,17.7°,"0,7 mm",20.3 Km/h,73.3 %
SDR,Santander,9/08/2024,23.2°,17.7°,"0,9 mm",18 Km/h,76.8 %
SDR,Santander,10/08/2024,22.8°,18.7°,"0,5 mm",19.7 Km/h,77.7 %
SDR,Santander,11/08/2024,24°,18°,"2,8 mm",17.8 Km/h,78 %
SDR,Santander,12/08/2024,21.5°,18.5°,"2,1 mm",23.2 Km/h,81.3 %
SDR,Santander,13/08/2024,20.7°,17.3°,"1,3 mm",18.2 Km/h,79.5 %
SDR,Santander,14/08/2024,21.2°,17.7°,"0,8 mm",17.8 Km/h,77.5 %
SDR,Santander,15/08/2024,21°,17.5°,"0,5 mm",16 Km/h,77.5 %
SDR,Santander,16/08/2024,21°,16.8°,"0,5 mm",18.2 Km/h,75.7 %
SDR,Santander,17/08/2024,21.3°,17.5°,"1,3 mm",17.7 Km/h,74.5 %
SDR,Santander,18/08/2024,20.8°,18°,"2,5 mm",18.5 Km/h,78.3 %
SDR,Santander,19/08/2024,22°,17.5°,"0,2 mm",17 Km/h,72.3 %
SDR,Santander,20/08/2024,21.8°,17.5°,"0,9 mm",16.2 Km/h,77.7 %
SDR,Santander,21/08/2024,21.3°,17.7°,"0,3 mm",15.2 Km/h,78.7 %
SDR,Santander,22/08/2024,21.8°,17.3°,"0,3 mm",16.3 Km/h,79.2 %
SDR,Santander,23/08/2024,23.3°,17.7°,"0,2 mm",18.2 Km/h,74.5 %
SDR,Santander,24/08/2024,22.3°,17.8°,"1,1 mm",22.7 Km/h,80.2 %
SDR,Santander,25/08/2024,21°,17.8°,"2,5 mm",17.3 Km/h,78.8 %
SDR,Santander,26/08/2024,21.3°,17°,"2,5 mm",18.2 Km/h,78 %
SDR,Santander,27/08/2024,22°,17.5°,"4,6 mm",20.5 Km/h,76 %
SDR,Santander,28/08/2024,21°,17.4°,"4,8 mm",23.6 Km/h,79.8 %
SDR,Santander,29/08/2024,20.3°,17.5°,"7,2 mm",19.8 Km/h,79.8 %
SDR,Santander,30/08/2024,20.5°,17.5°,"3,6 mm",16.8 Km/h,78.8 %
SDR,Santander,31/08/2024,21.2°,16.3°,"1,1 mm",14.5 Km/h,77.5 %
SDR,Santander,1/09/2024,20.5°,16.8°,"1,8 mm",15.8 Km/h,79.8 %
SDR,Santander,2/09/2024,20.3°,16.5°,"3,4 mm",18.2 Km/h,80 %
SDR,Santander,3/09/2024,20.8°,16.2°,"1,1 mm",18.8 Km/h,77 %
SDR,Santander,4/09/2024,22.8°,17.2°,"3,6 mm",16.7 Km/h,72.5 %
SDR,Santander,5/09/2024,21.8°,17.2°,"4,1 mm",16.2 Km/h,75 %
SDR,Santander,6/09/2024,21.2°,17.2°,"1,5 mm",15.3 Km/h,72.2 %
SDR,Santander,7/09/2024,21°,16.8°,"0,4 mm",17.8 Km/h,71.5 %
SDR,Santander,8/09/2024,21.3°,16.3°,"0,5 mm",16.3 Km/h,74.8 %
SDR,Santander,9/09/2024,21.5°,16.3°,"0,9 mm",16.3 Km/h,77.2 %
SDR,Santander,10/09/2024,20.8°,16.8°,"5,6 mm",18.3 Km/h,77.7 %
SDR,Santander,11/09/2024,20.8°,16.8°,"1,9 mm",22.4 Km/h,81 %
SDR,Santander,12/09/2024,21.8°,17.2°,5 mm,21.5 Km/h,78.3 %
SDR,Santander,13/09/2024,23.5°,17.2°,"0,4 mm",20.5 Km/h,68.3 %
SDR,Santander,14/09/2024,22.3°,17.7°,"0,1 mm",21.7 Km/h,69.7 %
SDR,Santander,15/09/2024,21.3°,17.5°,"3,9 mm",16.3 Km/h,77 %
SDR,Santander,16/09/2024,21.2°,16.7°,"0,4 mm",16.2 Km/h,77.8 %
SDR,Santander,17/09/2024,21°,16.3°,"2,3 mm",19 Km/h,73.7 %
SDR,Santander,18/09/2024,21°,17°,2 mm,21.2 Km/h,70.3 %
SDR,Santander,19/09/2024,20.3°,15.5°,"1,5 mm",20.7 Km/h,74.8 %
SDR,Santander,20/09/2024,20.8°,16.4°,"2,7 mm",15.8 Km/h,77.2 %
SDR,Santander,21/09/2024,20.8°,16°,4 mm,20.5 Km/h,74.5 %
SDR,Santander,22/09/2024,19.7°,15°,"3,4 mm",19.8 Km/h,75 %
SDR,Santander,23/09/2024,19.3°,14.5°,1 mm,16 Km/h,75.2 %
SDR,Santander,24/09/2024,19.6°,15°,3 mm,20.2 Km/h,74.6 %
SDR,Santander,25/09/2024,19.7°,15.2°,"2,2 mm",26.8 Km/h,72.8 %
SDR,Santander,26/09/2024,19.3°,15°,7 mm,28.3 Km/h,79.3 %
SDR,Santander,27/09/2024,18.7°,15.8°,"2,9 mm",25.7 Km/h,73.8 %
SDR,Santander,28/09/2024,17.8°,15.3°,"1,7 mm",21.3 Km/h,75 %
SDR,Santander,29/09/2024,19.7°,14.5°,"2,1 mm",19.3 Km/h,72.3 %
SDR,Santander,30/09/2024,19.5°,15°,"0,6 mm",19.3 Km/h,76.5 %
SDR,Santander,1/10/2024,19.5°,15.5°,"1,7 mm",21.5 Km/h,77.2 %
SDR,Santander,2/10/2024,18.8°,15°,"7,6 mm",26.8 Km/h,78.5 %
SDR,Santander,3/10/2024,17.7°,14.3°,"9,9 mm",26 Km/h,77.8 %
SDR,Santander,4/10/2024,18°,13.2°,"2,7 mm",20.8 Km/h,75.8 %
SDR,Santander,5/10/2024,19.2°,14.2°,"1,1 mm",22.5 Km/h,75.8 %
SDR,Santander,6/10/2024,19.2°,15.3°,"0,5 mm",18.5 Km/h,78.3 %
SDR,Santander,7/10/2024,19.3°,15°,"0,9 mm",18.3 Km/h,78.5 %
SDR,Santander,8/10/2024,20.3°,15.3°,"0,1 mm",19.2 Km/h,71.2 %
SDR,Santander,9/10/2024,20.5°,15°,"0,9 mm",23.7 Km/h,72.2 %
SDR,Santander,10/10/2024,18.2°,14.5°,"1,9 mm",16.7 Km/h,73.8 %
SDR,Santander,11/10/2024,18.5°,13.7°,"0,5 mm",16.3 Km/h,70.5 %
SDR,Santander,12/10/2024,19.8°,14.8°,"0,3 mm",17.5 Km/h,72.3 %
SDR,Santander,13/10/2024,19.7°,15°,"1,1 mm",19.8 Km/h,72.3 %
SDR,Santander,14/10/2024,17.8°,13.8°,"7,7 mm",24 Km/h,77.8 %
SDR,Santander,15/10/2024,18.2°,14.3°,"3,8 mm",21.5 Km/h,75.5 %
SDR,Santander,16/10/2024,19.2°,14°,"1,8 mm",21.2 Km/h,73.8 %
SDR,Santander,17/10/2024,19.2°,14.8°,"4,9 mm",22.8 Km/h,71.3 %
SDR,Santander,18/10/2024,19.8°,14.8°,"0,7 mm",24.3 Km/h,68.3 %
SDR,Santander,19/10/2024,20.8°,15.3°,"7,4 mm",22.8 Km/h,68.8 %
SDR,Santander,20/10/2024,19.2°,15.2°,"14,2 mm",31.8 Km/h,73.7 %
SDR,Santander,21/10/2024,18.5°,14.8°,"2,5 mm",30.2 Km/h,69.3 %
SDR,Santander,22/10/2024,17.5°,13.3°,"1,3 mm",20 Km/h,71 %
SDR,Santander,23/10/2024,17.7°,13.2°,"12,3 mm",33.2 Km/h,75.3 %
SDR,Santander,24/10/2024,18.8°,13.2°,"3,1 mm",25.8 Km/h,68.3 %
SDR,Santander,25/10/2024,17.7°,13°,"7,7 mm",24.2 Km/h,71.7 %
SDR,Santander,26/10/2024,17.5°,13.2°,"9,3 mm",28.3 Km/h,73.2 %
SDR,Santander,27/10/2024,18.2°,13.3°,"4,4 mm",18.5 Km/h,67.5 %
SDR,Santander,28/10/2024,18.8°,14.2°,"0,8 mm",19 Km/h,66.3 %
SDR,Santander,29/10/2024,18.3°,13.7°,"0,9 mm",18.3 Km/h,72.2 %
SDR,Santander,30/10/2024,17.2°,13.7°,1 mm,14.7 Km/h,76.8 %
SDR,Santander,31/10/2024,19.3°,13.8°,"1,1 mm",16.2 Km/h,73.7 %
SDR,Santander,1/11/2024,17.7°,14.7°,"2,6 mm",22.5 Km/h,74.8 %
SDR,Santander,2/11/2024,17.7°,12.3°,"5,1 mm",31.3 Km/h,76.3 %
SDR,Santander,3/11/2024,15.5°,12.2°,"6,8 mm",35.3 Km/h,72.5 %
SDR,Santander,4/11/2024,15.2°,12°,"5,1 mm",32.7 Km/h,71.7 %
SDR,Santander,5/11/2024,15.3°,11.2°,"4,1 mm",29.3 Km/h,72.5 %
SDR,Santander,6/11/2024,16.2°,12°,"1,5 mm",25.2 Km/h,72.2 %
SDR,Santander,7/11/2024,16°,12.2°,"3,4 mm",23 Km/h,71.5 %
SDR,Santander,8/11/2024,16.3°,12.5°,"2,9 mm",27.7 Km/h,72.5 %
SDR,Santander,9/11/2024,15.3°,11.8°,"3,7 mm",26.8 Km/h,77.2 %
SDR,Santander,10/11/2024,15°,11°,"4,6 mm",23.3 Km/h,78.5 %
SDR,Santander,11/11/2024,15.8°,11.3°,"5,3 mm",17.8 Km/h,75.7 %
SDR,Santander,12/11/2024,16.7°,12°,"2,8 mm",18.5 Km/h,73.8 %
SDR,Santander,13/11/2024,15.7°,12.5°,"3,6 mm",19 Km/h,74.2 %
SDR,Santander,14/11/2024,14.8°,11.5°,"4,3 mm",22.8 Km/h,77.8 %
SDR,Santander,15/11/2024,15°,11.8°,"3,9 mm",23.7 Km/h,77.7 %
SDR,Santander,16/11/2024,14.5°,11.3°,"3,2 mm",19.7 Km/h,77.2 %
SDR,Santander,17/11/2024,14.7°,11.5°,"2,6 mm",17.8 Km/h,77.2 %
SDR,Santander,18/11/2024,14.5°,10.5°,"3,5 mm",18.5 Km/h,75.8 %
SDR,Santander,19/11/2024,13.8°,10.5°,"1,4 mm",20.7 Km/h,77 %
SDR,Santander,20/11/2024,13.8°,10.3°,"2,6 mm",26.7 Km/h,73.7 %
SDR,Santander,21/11/2024,13.5°,10.5°,"5,8 mm",34 Km/h,74.5 %
SDR,Santander,22/11/2024,12.5°,9.3°,"3,5 mm",32.5 Km/h,68.7 %
SDR,Santander,23/11/2024,13.5°,9.8°,"4,3 mm",28.7 Km/h,73 %
SDR,Santander,24/11/2024,14.7°,11°,"1,9 mm",25.5 Km/h,70.7 %
SDR,Santander,25/11/2024,14.3°,10.3°,6 mm,24.3 Km/h,76.5 %
SDR,Santander,26/11/2024,14.2°,9.7°,"0,8 mm",18.8 Km/h,72 %
SDR,Santander,27/11/2024,14.3°,10.5°,"5,6 mm",24.8 Km/h,73.3 %
SDR,Santander,28/11/2024,13.7°,11°,"5,8 mm",30.3 Km/h,75.8 %
SDR,Santander,29/11/2024,15°,12°,"3,3 mm",25.5 Km/h,77.8 %
SDR,Santander,30/11/2024,14°,10°,"7,4 mm",19.3 Km/h,79.8 %
SDR,Santander,1/12/2024,13.3°,9.2°,5 mm,26.2 Km/h,75.2 %
SDR,Santander,2/12/2024,11.2°,9.5°,"7,3 mm",25.8 Km/h,75.3 %
SDR,Santander,3/12/2024,11.7°,8.2°,"3,6 mm",20 Km/h,75.3 %
SDR,Santander,4/12/2024,11.5°,7.8°,"9,4 mm",30.2 Km/h,77 %
SDR,Santander,5/12/2024,12.5°,8.2°,"5,5 mm",29.3 Km/h,74.7 %
SDR,Santander,6/12/2024,12.3°,9°,"4,6 mm",23.5 Km/h,78.7 %
SDR,Santander,7/12/2024,13.2°,9.3°,"12,1 mm",32.3 Km/h,80 %
SDR,Santander,8/12/2024,11°,9.5°,"13,5 mm",43.7 Km/h,77.2 %
SDR,Santander,9/12/2024,12.7°,9.7°,"8,3 mm",35.3 Km/h,80.2 %
SDR,Santander,10/12/2024,12.3°,9.5°,4 mm,25.8 Km/h,77.8 %
SDR,Santander,11/12/2024,12°,9.3°,"5,8 mm",31.5 Km/h,78.8 %
SDR,Santander,12/12/2024,13°,9.3°,5 mm,25.3 Km/h,79.5 %
SDR,Santander,13/12/2024,13.5°,10.3°,"3,2 mm",25.2 Km/h,77.2 %
SDR,Santander,14/12/2024,14.2°,10.8°,"1,9 mm",25.5 Km/h,75 %
SDR,Santander,15/12/2024,12.7°,9.5°,2 mm,22.2 Km/h,76.7 %
SDR,Santander,16/12/2024,13.2°,8.7°,2 mm,25.2 Km/h,76.3 %
SDR,Santander,17/12/2024,12.5°,7.8°,"5,3 mm",15 Km/h,71.8 %
SDR,Santander,18/12/2024,14.2°,8.3°,"0,1 mm",22.7 Km/h,65.8 %
SDR,Santander,19/12/2024,14°,9.2°,"3,8 mm",25.8 Km/h,69.3 %
SDR,Santander,20/12/2024,13°,9.8°,"5,5 mm",24 Km/h,72.8 %
SDR,Santander,21/12/2024,14.3°,10.3°,"1,3 mm",25.8 Km/h,78.5 %
SDR,Santander,22/12/2024,15°,11.7°,"1,7 mm",28.5 Km/h,78.2 %
SDR,Santander,23/12/2024,14°,10.7°,"1,8 mm",26.5 Km/h,75.2 %
SDR,Santander,24/12/2024,13.3°,10.5°,"0,9 mm",21.2 Km/h,76.2 %
SDR,Santander,25/12/2024,13.7°,10.5°,"0,6 mm",23.3 Km/h,71.8 %
SDR,Santander,26/12/2024,12.2°,9.2°,"0,5 mm",16.3 Km/h,76 %
SDR,Santander,27/12/2024,12.5°,8.3°,"1,5 mm",22.8 Km/h,75.3 %
SDR,Santander,28/12/2024,13°,9.3°,"2,8 mm",22 Km/h,76.2 %
SDR,Santander,29/12/2024,12.8°,8.5°,"3,5 mm",17.7 Km/h,77.8 %
SDR,Santander,30/12/2024,13.7°,8.7°,"1,6 mm",21 Km/h,70.7 %
SDR,Santander,31/12/2024,14°,9.5°,"4,3 mm",25.3 Km/h,65.3 %
SVQ,Sevilla,1/01/2024,16.7°,8.5°,0 mm,10.7 Km/h,62 %
SVQ,Sevilla,2/01/2024,16.2°,8.5°,"0,4 mm",7.7 Km/h,67.2 %
SVQ,Sevilla,3/01/2024,16.5°,7.2°,0 mm,8.5 Km/h,67.2 %
SVQ,Sevilla,4/01/2024,15.8°,7.7°,"2,7 mm",12 Km/h,74.7 %
SVQ,Sevilla,5/01/2024,14.7°,6.5°,"0,2 mm",13.7 Km/h,71 %
SVQ,Sevilla,6/01/2024,16°,6.7°,"0,9 mm",11.8 Km/h,68.2 %
SVQ,Sevilla,7/01/2024,15°,6.2°,"4,5 mm",12.7 Km/h,68.8 %
SVQ,Sevilla,8/01/2024,15°,6.5°,"4,1 mm",14.8 Km/h,66.5 %
SVQ,Sevilla,9/01/2024,14.3°,7.5°,"0,5 mm",10.8 Km/h,70.3 %
SVQ,Sevilla,10/01/2024,15.7°,7.3°,"0,5 mm",12.8 Km/h,74.8 %
SVQ,Sevilla,11/01/2024,14.7°,6.7°,0 mm,16.2 Km/h,65.7 %
SVQ,Sevilla,12/01/2024,15.5°,5.7°,0 mm,14.3 Km/h,67 %
SVQ,Sevilla,13/01/2024,15.3°,6°,0 mm,12.3 Km/h,63.3 %
SVQ,Sevilla,14/01/2024,15.7°,6.2°,0 mm,10.8 Km/h,64.7 %
SVQ,Sevilla,15/01/2024,16.2°,7°,"0,1 mm",14.2 Km/h,74.8 %
SVQ,Sevilla,16/01/2024,16.2°,7°,"0,3 mm",13.2 Km/h,73.8 %
SVQ,Sevilla,17/01/2024,16.2°,8.2°,"1,8 mm",19.3 Km/h,72 %
SVQ,Sevilla,18/01/2024,15°,7.5°,"1,6 mm",18.3 Km/h,72.5 %
SVQ,Sevilla,19/01/2024,14.2°,6.7°,"1,9 mm",20.2 Km/h,72.8 %
SVQ,Sevilla,20/01/2024,14.8°,6.8°,"4,1 mm",21.5 Km/h,69.8 %
SVQ,Sevilla,21/01/2024,15.8°,6.7°,"0,4 mm",15.2 Km/h,71.7 %
SVQ,Sevilla,22/01/2024,15.3°,6.2°,"8,2 mm",20.7 Km/h,70.3 %
SVQ,Sevilla,23/01/2024,15.7°,6.5°,"2,6 mm",22.2 Km/h,70.8 %
SVQ,Sevilla,24/01/2024,16.7°,8.5°,"3,1 mm",17.7 Km/h,74.8 %
SVQ,Sevilla,25/01/2024,17.8°,8.8°,"3,2 mm",19.8 Km/h,70.3 %
SVQ,Sevilla,26/01/2024,17.3°,8.3°,"0,1 mm",14.2 Km/h,69.5 %
SVQ,Sevilla,27/01/2024,17.2°,8.5°,0 mm,11.7 Km/h,71 %
SVQ,Sevilla,28/01/2024,17.3°,7.8°,0 mm,14.8 Km/h,68.3 %
SVQ,Sevilla,29/01/2024,17.3°,8.3°,0 mm,14.8 Km/h,69.5 %
SVQ,Sevilla,30/01/2024,17.7°,8.5°,"0,1 mm",16.7 Km/h,68.2 %
SVQ,Sevilla,31/01/2024,17.3°,8.2°,"0,4 mm",15 Km/h,69.5 %
SVQ,Sevilla,1/02/2024,17.8°,8.5°,"6,1 mm",17.3 Km/h,67.7 %
SVQ,Sevilla,2/02/2024,18°,8.4°,0 mm,14.4 Km/h,68.4 %
SVQ,Sevilla,3/02/2024,18°,7.8°,0 mm,10.5 Km/h,64.3 %
SVQ,Sevilla,4/02/2024,18.5°,7.8°,0 mm,11.8 Km/h,63.7 %
SVQ,Sevilla,5/02/2024,18.5°,8.7°,"1,9 mm",13.7 Km/h,61.2 %
SVQ,Sevilla,6/02/2024,18.5°,8.2°,"0,1 mm",13.8 Km/h,65.8 %
SVQ,Sevilla,7/02/2024,16.8°,7.8°,"0,3 mm",15.5 Km/h,72 %
SVQ,Sevilla,8/02/2024,18.2°,8.8°,"3,3 mm",16.6 Km/h,71.2 %
SVQ,Sevilla,9/02/2024,17.2°,8.7°,"6,7 mm",21.7 Km/h,77.2 %
SVQ,Sevilla,10/02/2024,17.2°,8°,"0,5 mm",18.3 Km/h,73.3 %
SVQ,Sevilla,11/02/2024,18.3°,9.5°,"1,2 mm",12.2 Km/h,72.2 %
SVQ,Sevilla,12/02/2024,18.8°,10°,"0,4 mm",15 Km/h,75.2 %
SVQ,Sevilla,13/02/2024,18.8°,9.2°,"0,1 mm",14.3 Km/h,74.2 %
SVQ,Sevilla,14/02/2024,19.2°,9.3°,0 mm,16 Km/h,66.7 %
SVQ,Sevilla,15/02/2024,19.2°,8.5°,"1,1 mm",18.2 Km/h,67.3 %
SVQ,Sevilla,16/02/2024,19.7°,9°,0 mm,11.5 Km/h,65 %
SVQ,Sevilla,17/02/2024,20.2°,9°,0 mm,14.2 Km/h,67 %
SVQ,Sevilla,18/02/2024,19.8°,9.3°,"0,1 mm",13.2 Km/h,66.2 %
SVQ,Sevilla,19/02/2024,19.2°,9.7°,0 mm,12.8 Km/h,68.3 %
SVQ,Sevilla,20/02/2024,19.8°,9.8°,"0,1 mm",14.5 Km/h,65.5 %
SVQ,Sevilla,21/02/2024,19.3°,8.7°,"1,2 mm",16.5 Km/h,62.3 %
SVQ,Sevilla,22/02/2024,20.5°,8.2°,0 mm,16.3 Km/h,63.7 %
SVQ,Sevilla,23/02/2024,18.8°,8°,"0,1 mm",17.7 Km/h,58.5 %
SVQ,Sevilla,24/02/2024,19.3°,7.8°,0 mm,15.5 Km/h,58.2 %
SVQ,Sevilla,25/02/2024,18°,8.8°,1 mm,17.2 Km/h,70 %
SVQ,Sevilla,26/02/2024,17.5°,8.8°,"0,4 mm",15.7 Km/h,70.5 %
SVQ,Sevilla,27/02/2024,18.8°,7.5°,0 mm,12.7 Km/h,58.8 %
SVQ,Sevilla,28/02/2024,18.8°,6.8°,0 mm,14.2 Km/h,60.2 %
SVQ,Sevilla,29/02/2024,17°,7.5°,"0,2 mm",20 Km/h,75 %
